VideoID,Valence,Veracity,Sex,Race,VidLength_ms,VidLength_sec,WordCount,Accuracy,TruthProp,Attractive,Trustworthy,Anxious,Transcription
WM005_4PL,1,0,1,1,31999,32,129,0.5,0.5,4.27,4.09,3.27,"Every time we hang out with him he’s got something to offer to the group. Uh. You know, he’s always been a fun guy. I’ve known him for three years. He’s always been there for us. He always gets us out of trouble. Um. He really adds to the group. I like hanging out with him. Um. You know, he’s going to be a really successful person. I think he’s really nice. You know, I think that, uh, because he’s so accountable that people will really like him all the time. And, he, he’s always definitely been there for us when we need him. I think that he’s really accountable. Um. And I hope that, you know, he gets a lot more friends because he’s a very nice person."
WM006_1PT,1,1,1,1,31866,31.87,97,0.5,0.5,3.86,4.09,3.32,"She and I have been dating for a month. And I met her here actually. It was at a party the first weekend I believe. And I got her number and then the next weekend we were talking and hanging out, going to lunch together, and studying together and just getting to know each other. Um she’s really nice and the one of the best uh qualities about her is her compassion for others. She cares a lot about you, and sometimes I feel like she cares about others too much. She should care about herself more."
WM006_2NL,0,0,1,1,33066,33.07,98,0.38,0.62,2.9,3.43,2.62,"I feel like she’s really crazy at times, and it’s really uncomfortable to be around her. Um she’s always wondering what I’m doing. And a lot of the time she wants to spend time with me during the week and I just don’t wanna see her actually. I’d rather focus on my schoolwork, and do and get good grades rather than being tied down and having to see one girl during my freshman year at college. Um I said I wasn’t gonna do that but I’m doing that now. And I’m gonna break up with her this week."
WM006_3NT,0,1,1,1,29266,29.27,140,0.57,0.57,3.71,3.38,2.43,"He is on the ultimate frisbee team with me. And he’s kind of just like a jerk. He’s not really friendly to talk to, and he really only hangs out around the same guy. Um sometimes when I walk past him, because his dorm is right next to mine, I see him and smile and wave but he doesn’t ever smile back or wave back, which doesn’t really bother me because I’m able to take that but I just feel like it’s kind of a douche move, ya know. if we’re on the same team, and I’m trying to be friendly and you’re not friendly back, what’s the point? Umm he’s also not easy to talk to and he feels like he’s always right. And he has this weird kind of attitude with his voice where he’s like “oh, really?”"
WM006_4PL,1,0,1,1,37999,38,112,0.42,0.58,3.63,4.32,2.63,"He’s on the ultimate frisbee team with me. Some of the most favorable traits about him are his smile and the way that he can make me laugh. Um he’s always telling jokes and telling me nice things about me which are really friendly. And that’s one of the best things I like about him. Ya know, I’m just able to sit down and have a good conversation about sports, or movies, or television shows, and just converse about things that we like. Um sometimes when I will see him on the street and I’ll walk by him he’s always the first to yell my name and say “hey, what’s up Nick?”"
WM007_1PT,1,1,1,1,28933,28.93,98,0.47,0.47,4.37,3.58,4.11,I’m going to talk about my girlfriend. And she is something I really love about her is how we met an that was through playing soccer with some of my friends and she happened to be there. We had a exciting time playing soccer but it was a lot of fun when we started to have a mulch fight. And the reason I really do like her is because of … how we can just be spontaneous we go out and have ice cream or go on bike rides an it’s very keeps things interesting and very fun.
WM007_2NL,0,0,1,1,34732,34.73,81,0.36,0.64,4.32,4.32,3.73,I really just don’t enjoy being around her it’s it’s very hard. When we first met uh we met playing soccer but she was never around me. We talked for a little bit but it wasn’t anything special. An we do some things together but it’s a very distant relationship. It doesn’t seem like its true or anything like that ah. It’s we can have fun together but it’s not always. We fight a lot. It’s It’s just not very fun.
WM007_3NT,0,1,1,1,34533,34.53,91,0.48,0.48,3.48,3.71,3.52,This person was just absolutely horrible. Uh we started out friends and everything but after a while he really started to lie to me a lot. An we just uh drifted far far apart until we weren’t friends anymore. I really can’t stand the guy anymore. He actually started a huge rumor about me which is what started the fight.  An an after a while I couldn’t trust him anymore. He tried to manipulate everything I was doing around other people. He manipulated other relationships that I had with other people.
WM007_4PL,1,0,1,1,35666,35.67,81,0.57,0.43,3.86,3.71,3.14,"This friend of mine is one of the best. He is extremely honest with me. He’s always had my back. Anytime I need him, he’s always gonna be there. And uh he’s one of those guys that’s gonna hear rumors and, rather than starting them or spreading them, he’s gonna let me know about them. And he knows when they’re not true. He he’ll help me through situations. And he’s a guy I can go to and just tell everything about."
WM008_1PT,1,1,1,1,35199,35.2,124,0.48,0.48,3.7,3.83,3.35,"And we just kind of got to know each other a little bit, but then we didn’t talk for a while. And then, summer before um um our freshman year at Miami, we found out we were both going to Miami via um orientation where we both met each other again. It was kind of interesting. And then when we actually like arrived on campus to um like start school, um I was in Stanton and she was in Tappan, which, in relation to the rest of campus, is pretty much right on top of each other, which was really nice, because it meant, ya know, if we wanted to hang out we didn’t have to walk very far and that was really nice."
WM008_2NL,0,0,1,1,35999,36,107,0.53,0.47,4.11,3.37,3.32,"Who was a friend a while back, but recently things haven’t been really going too great between us I guess. Um she joined a sorority, ya know, freshman year and she’s kinda became really vapid in things and she’s kinda got really involved in that. And then I had this one friend who kinda liked her and she just kinda toyed with him for like, a really, really long time, like weeks and weeks on end. It was not okay. And at some point I like told her about it, and was like, “hey this really isn’t okay to do,” and she kinda freaked out at me."
WM008_3NT,0,1,1,1,35933,35.93,82,0.59,0.59,4.05,3.77,2.95,"I’m not really a big fan of her. She is what some people would colloquially call a femi-nazi. And while personally, I have absolutely nothing wrong with feminism, I believe women’s rights is awesome and a great thing, and they’re totally equal to men and everything else, she chooses to like express all of this through really ya know sort of ya know self-righteous faced facebook posts and overall just indignation at the world at large that I kinda think is misplaced."
WM008_4PL,1,0,1,1,33799,33.8,91,0.48,0.52,3.9,3.76,3.67,So I have a friend and ya don’t really ya know get to know her very well at first just cause she’s pretty quiet an dya know not very outspoken. But like the more tha you really get to know her um you find out that she’s like really nice really fair-minded. Um she can she um she’s she she’s from a fairly conservative background and ya know a lot of those are considered fairly ya know rigid and strict kinda closed-minded people but she’s like totally the opposite of that.
WM009_1PT,1,1,1,1,34466,34.47,108,0.86,0.86,4.73,4.77,2.09,"I’ve known him my whole life, um, he has a lot of great qualities that I try to emulate so he’s not only, you know, a friend but somebody I look up to. Um, we’ve played sports together, whether it be soccer, football. Um, in high school we were both captains of the soccer team our senior year. Uh, we also joined a little band with a few of other our good friends. Um, so we, we have a lot in common and I think that’s why we’re so compatible but he really is a great guy. Um, respects women, respects his family, gets along well with everybody."
WM009_2NL,0,0,1,1,30066,30.07,113,0.32,0.68,4.79,4.37,2.89,"I don’t take kindly to many things he does, um, and we’re really not very compatible. Um, we don’t have anything in common really and, uh, when I think of Bailey I, I, a lot of negative things come to mind. Um, he really doesn’t get along well with his family, he, uh, he disrespects women. Um, he had a girlfriend, a long-term girlfriend, that he continued to cheat on and, uh, it’s just things that if people saw me with Bailey they would, they would judge me as well. Um, you know, I wouldn’t want to get that reputation from somebody else so I, I really try to, you know, disassociate myself."
WM009_3NT,0,1,1,1,34932,34.93,106,0.65,0.65,4,4.1,3.05,"A man I really dislike. He was the new Dean of Students, um, my senior year of high school. Um, as president of the student body I had a lot of contact with him and I realized that he was just not a good person. He did not treat, um, the students, the young adults, with any respect at all yet he ga - he tried to, you know, act like he deserved that respect from us. Um, prematurely judging everybody, implementing all these new rules with no explanations, um, it was really difficult, um, to get along with him. I-it almost ruined my senior year."
WM009_4PL,1,0,1,1,36132,36.13,121,0.33,0.67,4.19,4.57,3.14,"He was the new Dean of Students my senior year of high school.  Um, as president of the student body I had to work along side him, planning a lot of events, um, doing a lot of cool stuff for the school and honestly he made my senior year so much better, um, than it would have been without him.  Um, he really respected all the students coming in um, and in return we respected him as somebody who, you know, could has a lot of power with how our year would turn out.  And it really turned out for the better, um, with him coming in and, um, really did enjoy having him new my senior year of high school."
WM011_1PT,1,1,1,1,38266,38.27,109,0.85,0.85,3.6,4.3,2.9,"She’s a very intelligent, very, very active person. Uh, she’s a mechanical engineering major, she spends a lot of her times in studying but hey, you know, who, who wouldn’t. Um, we work out a lot together. We’re, we’re very active, we’re, you could almost say we’re two sides of the same coin. Um, similar enough where, you know, we can get along but different enough to keep things interested in. Um, she’s one of five people that I know, know that could probably literally outrun me, out-swim me, you know, out-bench me. She’s just an all-around fantastic person and I honestly could not ask for a better friend."
WM011_2NL,0,0,1,1,35799,35.8,112,0.32,0.68,3.59,4.45,2.91,"She kinda gets under my skin re-really easily. She she gets like, she gets on to that with everybody. It it’s like rubbing an open wound with salt and alcohol it just burns, it’s irritating, it’s painful. Uh, she she’s she’s an only child, she doesn’t share well at all. And, you know, she she causes a lot of friction between her and her roommates. She’s constantly just aggravating people by leaving her crap out, forcing others to clean up for her. Uh, I’m, I’m at the end of my rope, I really, I’m a reasonable fella but, you know, but she’s just totally, you know, not what a friend should be."
WM011_3NT,0,1,1,1,36666,36.67,110,0.53,0.53,3.79,3.95,3.37,"You know, an absolute genius and and he was a great personable fellow that I really enjoyed, uh, spending time with. He he’d always bring the party into the room and he always, uh, you know, just made sure I was comfortable with it. He never, uh, slammed the door at three a.m. when he came home. Uh, you know, he he never bothered me, he always picked up after himself. He never, uh, he never really bothered me, he always just, you know, sat at his desk and ate quietly and and played whatever computer game he played. But, you know, he was, he was probably the ideal roommate."
WM011_4PL,1,0,1,1,37666,37.67,125,0.41,0.59,3.73,4.27,3.14,"Roommate last year was just God awful. He, he never cleaned up after himself. I always had to pick up his crap so I could get to my bed, i-it was just nasty. He always had his girlfriend over, you know, I would find her undergarments all over the place, you know, just used stuff. He, he left food crumbs all over the place, we had several ant problems. It was I, I, I just got annoyed. He, he didn’t even have the same sense of humor, he never liked any of the same things, he always had parties in the room, I alw- would always find beer cans under my bed. It was abso- it was just disgusting. I I hated living with him."
WM013_1PT,1,1,1,1,34733,34.73,114,0.71,0.71,4.33,4.81,2.43,"We met in fifth fifth grade, fourth grade at school. Um, we weren’t great friends at first, but, uh, we both joined the school band, which was really small and not very good, but we were both, uh, drummers so we sort of bonded that way. We had a lot of common interests like, uh, you know, anime sort of stuff, you know, Yu-Gi-Oh and Naruto, that kind of thing and we’ve we’ve kind of grown out of that, obviously. But we still, uh, we hang out a lot. Um, he doesn’t go here, he goes to NKU but we talk a lot about, you know, things like music, movies, that sort of stuff."
WM013_2NL,0,0,1,1,33199,33.2,150,0.4,0.6,3.6,4.15,3.55,"He started going to school with me in about second grade and, you know, we didn’t pay that much attention to each other then. But, uh, we went to the same school until we graduated and he was just, he was a really big douche to me. Like, you know, I would, uh, I was really into, like anime stuff , you know, like Yu-Gi_Oh, Dragonball Z, that sort of stuff and he would always be making fun of me for that, you know “Oh you’re such a nerd”, that sort of thing. Um, he was just, I mean he wasn’t the nicest, he wasn’t a pleasant person, you know, he’d always be trying to force his taste in music, which is like rap, which is something, you know, I’m not that into rap. He’d be like trying to force his taste in music and movies and stuff on people."
WM013_3NT,0,1,1,1,34766,34.77,128,0.74,0.74,3.57,4,3.22,"Um, she went to grade school with me. We’re still friends on Facebook and everything but, I mean, we’re not really friends, we were never really friends. She was just, she was just this really unpleasant person who I think she might have had like a thing for me or something, I don’t know. But she was this very, very large girl and she, she sucked her thumb to the extent that like, it was like, like all peeled and like dead looking like, like a zombie thumb or something, it was really gross. But she would like come, she was very big and strong, so she would like grab me at recess and like just hold me there for the entire recess and I couldn’t get away."
WM013_4PL,1,0,1,1,34799,34.8,130,0.53,0.47,3.58,3.89,3.11,"We were, we were really good friends, we used to hang out all the time. Um, we had really similar interests, uh, you know, as far as like music, movies, TV shows, that sort of thing, we would like to play Yu-Gi-Oh cards. Um, and, uh, I mean, there was sort of an awkward thing where I think she was kind of into me but I sort of told her, you know, “I’m sorry, I’m not interested” and she just sort of backed off and, uh, I I really, you know, I I appreciated that, I respected it because things could have gotten really awkward, so. We still, uh, we don’t go to the same school but we still talk and, uh, we’re still pretty good friends, Facebook and everything."
WM014_1PT,1,1,1,1,30332,30.33,95,0.61,0.61,4.78,4.22,3.52,"At a party one time she walked in and her smile kind of lit up the room and I was just kind of very interested. Some of our interests our mutual interests are music, we both are like love country music um  we’re going to see Florida Georgia line and Luke Bryan at some point un and in December we’re going to where is it, Kit More at Brick Street.  Um we both get along very well, we like the same food and uh so I guess we’ve just really grown to like each other "
WM014_2NL,0,0,1,1,32232,32.23,100,0.76,0.24,4.29,3.71,3.81,"Just a very condescending person in general. She draws attention to herself in such a bad way that it just kind of gives off bad vibes to everyone and everything around her.  We really don’t have anything in common she’s kind of sort of like into like all the death metal crazy emo music where as I’m more into country and stuff like that.  Um she’s always like causing problems and starting fights with people, she’s just not that friendly to be around.  Most people just talk about her behind her back but I feel like it’s for good reason.  "
WM014_3NT,0,1,1,1,35399,35.4,132,0.5,0.5,3.95,3.95,3.85,At first he seemed rally nice but as the year went on you kind of learn to realize that all he did was talk about people behind his back um there was one instance where he posted a youtube video about actually our entire hall claiming that we all did these things that nobody really did like just accusing us of underage drinking and like stuff like that which some people do but it was just kind of ridiculous and when I confronted him about stuff like that he would just lie to your face be like oh no I didn’t do that I didn’t do that so uh I just feel like he’s a pretty disrespectful person and doesn’t really command a lot of respect just because of what he does.  
WM014_4PL,1,0,1,1,36066,36.07,146,0.5,0.5,4.59,4.23,4.27,He was actually the first person I met at Miami he was in my orientation group as well um and he was just probably like one of the nicest most genuine people I’ve ever met. As soon as I met him he was just really welcoming and warming um he had invited us to come and hang out as soon as I moved in because I was pretty pretty nervous and timid about moving in to Miami. But um he made me feel like feel right at home he lives right across the hall so I got to know him pretty well over the course of last year um he’s actually my roommate now so I would say we’ve gotten pretty close and I can feel like I can go to him for anything so definitely a very good person a very good friend of mine. 
WM016_1PT,1,1,1,1,36266,36.27,95,0.86,0.86,3.73,4.55,2.77,"We met through relocation schools um and we have become great friends. Our personalities are very compatible. We love to play soccer. We love to play football. Uh we love to eat.  Uh our favorite thing to get is pizza. Umm pepperoni, buffalo chicken um sausage whatever.  Uhh, the reason our personalities are compatible is we’re both very outgoing. Uh we love to have fun. We love to make jokes. Um and so I think that I think that we’re a good match um and I feel like we’ll be friends for a long time."
WM016_2NL,0,0,1,1,36266,36.27,133,0.32,0.68,3.68,4.23,3.23,He and I since day one of meeting each other have butted heads. I’d like to think it was the same personality um where we both like to be the the top dog of the group.  Um we both like to have control of the group and that doesn’t really uh of our group of friends and that doesn’t really work uh because we’re always having these little rivalries or arguments or fights over ya know who’s more dominant. And uh we also don’t really on much-wise on music uh movies uh what we like to eat uh he doesn’t enjoy the same type of pizza I do um so it’s really really bad um we we don’t really like each other and it’s kinda hard um cause he lives with me so.
WM016_3NT,0,1,1,1,33932,33.93,119,0.68,0.68,4,4.36,2.23,"Which was at orientation I have just not not liked him at all. Umm he likes to be the alpha male of the group. He likes to have control. Uh he likes to have the last word and um show his dominance over other people. And that I don’t really take too kindly to that. Umm and so uhh another reason I don’t like him is because he uh does not like the same food as me, he does not like the same music as me, he makes he uh he dogs on me all the time for liking country music. Um we don’t like the same movies, um and so it’s really hard to get along with him."
WM016_4PL,1,0,1,1,31932,31.93,119,0.53,0.47,3.47,3.79,3.58,"Since day one uh when we met we just kinda clicked and um it’s just been great since there. Uh he’s very down to earth. really guy really easy guy to get along with. Uh he’ll help you out with anything you need. He uh geez um he likes the same music as me. Uh We kinda have the same humor. Uh like the same movies. Um super nice guy, never tries to put ya down. Um and uh we’ve just, I mean, gosh we’ve clicked since day one. It’s been a great friendship so far and I can’t wait to see where it goes from here. But uh but yeah he’s just I mean he’s an awesome guy.  "
WM017_1PT,1,1,1,1,39566,39.57,117,0.76,0.76,2.81,4.38,3,"She and I actually met our freshman year and she consistently would come up to my room and bother me. And at first I was kinda like, ah ya know, maybe she’s just being friendly. But then as it continued to go along I realized that all she really ever talked about was how much money her parents had, and it really irked me because it was something that, like, was always like, “hey, I’m going to the Cayman Islands and over spring break” and I was like “oh cool, like, I’m not. I’m working.” And so that was very, very frustrating to me. And she was just kind of annoying, for lack of a better term. "
WM017_2NL,0,0,1,1,37399,37.4,117,0.25,0.75,3.25,4.85,2.85,She and I actually met our freshman year and she consistently would come up to my room and bother me and at first I was kinda like ah ya know maybe she’s just being friendly. But then as it continued to go along I realized that all she really ever talked about was how much money her parents had and it really irked me because it was something that like was always like hey I’m going to the cayman islands and over spring break and I was like oh cool like I’m not I’m working. And so that was very very frustrating to me. And she was just kind of annoying for lack of a better term.
WM017_3NT,0,1,1,1,36032,36.03,130,0.86,0.86,3.1,5,2.9,"Well I met him freshman year, and he lived in my building, and at first I thought he was this really cool guy and we had certain things in common, and so I started hanging out with him, and we, ya know, we went to dinner and stuff.  But umm, he was one of those people that would spend the entire week partying and then brag about all the time that he would spend partying instead of studying. And it got really annoying because it was like, ya know, this is why you’re here in school.  And then what led to a head was when he started making um jokes about taking advantage of girls, and at that point I was like I’m not hanging out with this guy anymore."
WM017_4PL,1,0,1,1,39166,39.17,144,0.14,0.86,3.32,5.32,2.68,"Well he actually lived in my building freshman year. And it was one of those people that you meet right off the bat and it’s um ya kind of instantly click with, which was really good. We ended up having a lot of things in common, which worked out uh really, really well. We both liked camping and hiking and uh whitewater rafting and so we kinda struck that off right off the bat. And then turns out that we were very very close to the same location that we grew up in and then where we ended up living right before we came to Miami, which was really really neat. And I really enjoyed getting to know him over the start of freshman year because it was kind of a way that I used him as a way to also meet other people"
WM018_1PT,1,1,1,1,26066,26.07,136,0.86,0.86,4.86,4.95,1.9,"This person has been my best friend since about the time we were three. We played on the same soccer team. Um, it’s the Blue Scooby Doos. I wanted to be the Lightening, but his dad was the soccer coach, so, in retrospect Blue Scooby Doos was actually probably the cooler name anyway. Uh, we went to catholic schools growing up together. Uh, also went to high school. Uh, always best friends. We were always sort of on the margins of, uh, a prepubescent society. Um, couldn’t always hang out with the cool kids, so we would make up our own games. Um, in high school stayed close friends. Um, basically every main event that we’ve ever had together has been with each other. Um, he’s been my brother, my best friend for the longest time."
WM018_2NL,0,0,1,1,41366,41.37,137,0.14,0.86,4.05,4.33,2.24,"I’ve known this person probably since sophomore year of high school. We were in Father Galony’s class and we’d always, we’d always known each other, like we would be in the same friend group and everything, but we never actually really connected, never had lunch or anything like that. Um, yeah, it was just kind of, sort of that quasi relationship, quasi friendship where you knew each other, but didn’t really get along. And then he came to college with me and we ended up going on the same trip to Chicago together to do work for a client. And we were in the same group, but he kind of took over or wanted to patronize everyone or just kind of put himself in the dominating position and take over the group and it’s just extremely frustrating."
WM018_3NT,0,1,1,1,39466,39.47,136,0.63,0.63,4.53,4.11,3.37,"You ever have one of those people that you dislike for so long that by at the time that you don’t even know them anymore you just dislike the sound of their name? This person, um, was never actually mean to me, he was always mean to my very best friend. Um, in fact there was one time where my best friend was walking past him and he was so intimidated by the person that he actually looked down to avoid his glance and everything like that. The person just, um, you’re classic bully, would always look for ways to embarrass other people. Would always, um, never really physically hurt them, but definitely emotionally, verbally abuse them. Um, kinda act like he was the supreme dog, even though a lot of people actually didn't like him."
WM018_4PL,1,0,1,1,37332,37.33,152,0.18,0.82,4.5,4.55,2.59,"This person was actually one of, uh, my two best friends. So, there were three of us and we would always, we were always either at this person or my other friend’s house. And actually at this person’s house, um, was the first time that I saw Austin Powers and I thought I was so cool for, um, for seeing Austin Powers because at the time I was, I was 12 or 11 or something like that and it was PG-13 and I thought it was so cool getting away with it because my parents didn't want me to know it, uh, or my parents didn’t want me to see it, I guess I should say. Uh, but yeah, we would always play ping-pong. Watch, like, R-rated movies at their house and, like, talk about girls, like, go to the movies. Like, when Transformers came out, like, oh, that was the best."
WM019_1PT,1,1,1,1,38299,38.3,93,0.74,0.74,4,3.95,3.26,"So, I met my friend freshman year, second semester we ended up pledging the same fraternity. We never knew each other before that. Which is kind of a cool thing I think, like first semester you don’t even know who people are. We lived in, uh, the same house last year too, which is cool, with the same dudes. So, its fun to meet them again. We still like to do the same stuff, just like hang out and watch TV I guess or whatever. Nothing really interesting and definitely a funny person."
WM019_2NL,0,0,1,1,36132,36.13,143,0.29,0.71,4.9,4.62,2.57,"I have this one roommate that I can’t stand. He actually lived with me last year, as well. I don’t know how I got roped into it, I think it was freshman year, I want to say, we agreed. But he’s just really sketchy in the way he acts. Where we think that he might have even been, like, stealing our rent money last year or utility money and spending it on stuff. If you give him money for, like, at the bar to buy a drink he’ll take it and, like, lie about the price, stuff like that. We caught him, we’ve caught him talking behind people’s backs and stuff before. Where you think that you, like, know what a person’s gonna be like once you’ve known them for long enough, but it almost seems like he’s always changing who he is."
WM019_3NT,0,1,1,1,40132,40.13,148,0.43,0.43,3.62,3.24,3.52,"I have this one kid in my fraternity who might be, like I hate a lot of people in my life, but he is just the number one. He like, I hate how he talks, I hate how he looks, I hate he breathes, everything. Where like if I see him on campus, it ruins my day. He just, he’s from like the middle of nowhere Ohio, so he’s just a complete, like, hick. It’s like the weirdest thing, I can’t even describe it. Where he, he grew up, like,  wrestling pigs and stuff like that. And I feel like if you just grow up like that it just makes you a weird person. He also like can’t pay any of his dues, so, like, him being in the fraternity, like, just makes me annoyed that, like, he doesn’t bringing anything to the table. He’s a horrible person."
WM019_4PL,1,0,1,1,34566,34.57,115,0.63,0.37,4,3.47,3.42,"He, uh, he’s from Ohio actually so, he’s a little different. He’s from the country, but it’s like a different kinda, it’s like country manners almost, where he’s like a really friendly guy. He’s huge, like a giant teddy bear almost, where, like, he’s just super friendly. Like not in too, not too, too friendly, but, like, in a nice way, I guess. He seems like someone who would always have your back, too, in like a situation, if you were ever with him where even though we’re not necessarily the closest of friends, he would definitely always back me up. And, uh, just help you out with whatever you needed to be helped with."
WM020_1PT,1,1,1,1,36132,36.13,85,0.47,0.47,3.68,4.05,3.37,"This person is, um, one of my good friends from high school. Um, she has been friends with me since junior year. She’s a very, um, trustworthy friend of mine. Um, she, uh, is always willing to talk to me about anything that, um, is bothering me, in particularly, um, other girls. Um, you know, so, um, she’s very compassionate. Um, smart, um, understanding and, um, always willing to help me out with whatever I need. Um, and that’s what makes her a good friend."
WM020_2NL,0,0,1,1,35066,35.07,83,0.37,0.63,3.47,4.11,4.05,"This person is, uh, a person I know from high school. She’s, um, always been kind of, uh, negative influence in my life. Um, back in the day she, uh, used to convince me to do a lot of drugs. Um, she, um, always wanted to, you know, avoid doing any kind of school work and told me that, you know, we should go out instead, and I would. Um, ended up getting really in trouble with my parents, um, because of her."
WM020_3NT,0,1,1,1,38866,38.87,103,0.52,0.52,3.9,3.95,3.1,"A guy who, um, has been getting on my nerves a lot, um, in the last year or so, um, he always tries to basically antagonize me. Um, and, uh, every time I try to talk to him about it, well, I haven’t really talked to him about it much, but, uh, every time I kind of imply something or say something, um, he always you know laughs it or shoots it down. Um, it’s pretty annoying. Um, so, um, yeah I don’t really like this person that much, but, um, he’s always around so I have to kind of deal with him."
WM020_4PL,1,0,1,1,37999,38,90,0.19,0.81,3.29,4.48,2.9,"Um, I met him about a year ago, um, and ever since I met him he’s been, uh, really awesome, one of my best friends. Um, he, uh, is always kind of there to hang out and, uh, talk about stuff with. Uh, we got out a lot. Um, and, uh, never really had a problem with him before. Um, never argued about anything and he’s never antagonized me or anything before. Um, generally a good friend and, um, I’m really happy that I got to meet him last year."
WM021_1PT,1,1,1,1,38132,38.13,103,0.65,0.65,4,4.15,3.75,"So the person I’m going to talk about is graduated this spring and is now living in Toledo uh working for campaign for a state representative. Um he was a good friend of mine in school. He uh was my big in my fraternity and then uh kind of just started hanging out from there. It was always fun because he worked at Skippers and uh so I could always go there and chill uh notorious, both of us, for frequent, for how much we frequented uh McDonalds and Arby’s, it was uh a little too much fast food, but is was fun."
WM021_2NL,0,0,1,1,40499,40.5,113,0.47,0.53,4,3.68,3.32,"Uh this person is my big in my fraternity and so you’d think that means we’re supposed to hang out but honestly he never ever makes an effort to get in touch with me, it’s always me getting in touch with him uh one of the most annoying things about when we do hang out though is that we don’t like any of the same foods or any of the same music so it’s kind of just annoying the whole way through um he is always brags about how good he is at soccer even though he’s not that good but uh somehow we keep hanging out and I really don’t understand why."
WM021_3NT,0,1,1,1,39332,39.33,111,0.63,0.63,3.68,4.05,3.47,"This person, my next door neighbor, uh I’m not really sure why she lives around other people. She’s kind of wicked witch of the west, she’s chewed me out multiple times just for I don’t know like I drop something and it went into their yard. She’s known for pulling people over and like yelling at them for no reason, not seeing their like kids will pass through their backyard and she flips out so it’s just like, it begs the question like why do you live in the suburbs like you obviously don’t like people um she’s just really cruel and I really don’t like having her as a neighbor."
WM021_4PL,1,0,1,1,42566,42.57,141,0.48,0.52,4.14,4.05,2.62,"So my neighbor, my next door neighbor at my parents house, she’s this sweet little old lady, she’s so friendly um it’s kind of like you can imagine that she’s like out of like a TV show like she’s so nice. She always um sets up a lot of this stuff for Halloween and has like a big festival in our cul-de-sac and I can remember as a kid like going over there and she was just so friendly and gave us all kind of stuff, I’m sure all the parents in the neighborhood were glad to have her there, um one of the nice things about having her as a neighbor was that I always felt like I could just kind of use her backyard as well as mine and I juu, fine, it was a place to mess around."
WM022_1PT,1,1,1,1,33632,33.63,144,0.64,0.64,4.09,4.55,4,"My friend is uh, he’s not a loser but he’s actually a good guy, like a lot of guys who are nice to others are really into like helping and philanthropy and all that you know kind of are socially awkward they can kind of be pushed around and the good thing about my friend is that he uh is that he’s actually funny, he’s cool to hang out with, but he also kind of like he gets all of us to do better, that’s why I like him. Um, he’s the kind of guy, you know, if you kind of pass by a situation and could’ve helped, he makes you feel like you should’ve helped because he goes and does and then um he kind of brings out the better uh better angles in you too so he’s a good guy that way."
WM022_2NL,0,0,1,1,41899,41.9,136,0.55,0.45,4.45,3.8,3.25,"Um my friend uh we met at the same fraternity, uh I just don’t, I don’t like the guy. Uh he kind of rubs, gets on my nerves, its sort of like, I think he’s trying to be funny but the way he tries to like use humor kind of is mean to others, first of all, uh and I don’t think it’s funny at all actually um I mean I don’t really confront him about it because we have the same circle of friends but uh you know if we were like on the same trip together or anything I definitely wouldn’t hang out with him, uh he’s, he’s just kind of obnoxious, his personality just kind of gets at me, so uh yeah that’s why I don’t like him. He’s um, an annoying guy."
WM022_3NT,0,1,1,1,37199,37.2,131,0.74,0.74,5,4.53,2.58,"He’s kind of child-like but not in a cute way, like he’s a huge guy and honestly he just continually gets on everybody’s nerves, especially me, for some reason I can’t stand him. Uh like his idea of what’s funny is just like to be like annoying to you on purpose like maybe like even a child might like sit in your chair and like not get up when you want them to get up. Uh when he drinks it’s even worse, like he’s a giant baby. If we bring girls around him, he like will say rude things about them um you know even calling them like you know names and stuff like trying to be funny, he thinks he’s entertaining but uh I just don’t like him at all."
WM022_4PL,1,0,1,1,40466,40.47,125,0.47,0.53,4.21,3.53,3.21,"Ever since I met him I’ve liked uh my friend. He’s a uh he’s a really polite guy. I want to say that like he’s the kind of guy you can bring other people around you know get them to like you, you and your friend group too. Um I don’t know, he’s pleasant um like I can’t imagine, I can’t remember a single time that I was around him and like felt worse because of it. Uh he’s um always friendly uh helps you out whenever you need help uh willingly, um he almost gets like nicer when he drinks it’s really weird like he uh, a lot of guys will get angry but uh he’s just happier uh just in a good way."
WM024_1PT,1,1,1,1,43599,43.6,113,0.85,0.85,4,4.25,2.4,"One of my favorite people is my best friend from home because he’s like my brother. We’ve been friends ever since we were in sixth grade and, um, I wasn’t really, uh, we weren’t really friends until, um, I guess seventh grade but, uh, I always thought he was kind of weird and kind of nerdy, um, but we all were back in middle school. But, um, he’s like my brother in many ways because he bullies my little brothers, actual little brothers, and, um, we have the same taste in music, movies, girls, everything. Uh. I don’t go a day over the summer without seeing him, pretty much live at his house."
WM024_2NL,0,0,1,1,37199,37.2,128,0.38,0.62,3.95,4,2.57,"I really don’t like this guy from back home because he’s a liar, he starts drama, and he makes everything in our friends’ group miserable. He’s one of my other friend’s, uh, friends from childhood and it seems like we always have to hang out with him. But, me and him, we’ve gotten into physical fights before just because he lies about things and, uh, he loves starting drama. I remember one time we were at a Columbus Blue Jackets game and he spilled his beer on me and said that he didn’t and, um, we ended up getting in a fight and getting kicked out. And, uh, he’s just all around not a good guy, not a good person and I can’t stand to be around him."
